Temparature,Humidity,Windspeed,Rainfall
29.45,70,3.75,1
29.1,71.45,2,0
29.45,70.2,2.8,1
30.1,64.25,2.95,0
29.6,66.05,1.95,0
29.65,65.45,2.45,0
29.65,68.7,3,1
26.45,78.4,2.35,1
26.95,76.6,3.25,0
25.2,84.35,2.35,1
24.45,86,2.35,1
25.6,80.15,2.75,1
27.5,76.9,3.8,1
26.6,79.95,2.2,1
23.35,91.7,2.55,1
24.4,88.55,3.15,1
26.15,82.65,3.45,1
26.7,80.7,3.05,1
26.65,80.2,3.1,1
26.2,81.8,3.3,1
27.25,78.25,3.45,1
28.4,72.25,3.45,0
28.5,70.35,3.25,0
28.7,68.55,2.15,0
29.25,69.55,3.25,1
28.2,73.85,2.5,1
28.7,71.4,2.2,0
29.2,69.4,2.6,0
29.6,66.3,1.85,1
29.45,69.5,3.9,1
27.65,73.15,4.3,0
30.05,67,3.2,0
29.2,69.75,4.3,0
28.35,70.05,3.05,0
27.95,72.5,3.2,1
27.1,73.45,5.25,1
28.05,71.35,2.85,1
27.9,65.5,2.65,0
28,63.4,2.45,0
28.65,61.15,2.85,0
29.35,63.2,2,0
29.1,69.7,1.6,1
28.2,76.4,2.9,1
26.4,79.55,2.35,1
25.3,84.35,2.35,1
26.15,80.35,2.3,1
26.2,79.9,2.8,1
26.35,82.8,3.35,1
27.5,74.65,2.55,0
26.5,77.4,2.9,1
26.85,76.75,2.95,0
27.5,73.7,2.7,0
27.6,72.775,2.7,0
27.5125,73.9375,2.3,0
26.2875,77.5625,2,1
27.475,72.7,2.3,0
28.6125,69.8375,2.35,1
27.4875,75.1375,4.5,1
28.15,74.35,4.55,0
27.15,77.15,2.85,1
27.5,78.85,2.8,0
26.8,80.8,2.15,1
27.15,78.85,1.1,1
29.15,69.7,2.45,0
28.8,72,4.6,1
27.8,76.8,3.45,1
26.8125,79.2875,2.6,1
26.9125,80.375,3.6,1
25.775,79.55,2.7,1
27.1625,77.55,1.4,0
28.2,73.7625,2,0
27.7,74.3375,3.1,1
27.8,73.4,2.65,0
28.4,70.45,1.5,0
28.6,71.3,1.95,0
28.8,68.4,4.1,1
28.1,69.8,1.9,1
27.35,72.55,1.6,1
27.25,75.6,1.95,1
28.3,70.95,2.3,0
26.95,75.45,1.4,1
28,72.45,3.5,0
27.45,73.5,3.35,0
27.85,71.5,1.35,1
27.55,72.4,2.4,1
28.55,72.65,2.15,0
28.5,72.85,2.1,0
26.75,74,3.85,1
24.5,84.95,3.6,1
26.75,77.35,3.7,1
26.4,76.4,5.4,0
26.5,76.8,4.85,1
25.45,82.3,3.4,1
25.95,78.3,2.8,0
25.7,80.9,2.75,1
26.8,75.4,3.25,1
27.1,74.7,1.15,1
27.4,71.4,2.55,0
27.35,71.5,4.4,0
28.25,71,4.55,0
27.85,71.85,3.75,0
26.75,76.6,3.85,1
26.3,76.35,4.1,0
26.4,76.15,4.1,0
27.25,74.05,4.3,0
27.75,68.6,2.75,0
28.45,69.6,3.45,0
28.5,61.5,1.75,0
28.25,60.85,2.95,0
27.65,65.8,2.3,0
28.05,60.85,2.1,0
27.55,67.05,1.85,0
27.8,60.9,3.35,0
27.6,59.35,2,0
27.1,63.55,3.4,0
26.45,57.9,3.3,0
25.65,65.9,2.8,0
26.3,66,4.15,0
26.15,67,4.05,0
27.1,62.4,2.9,0
27.3,55.35,2.4,0
27.4,59.15,2.35,0
27,64.7,2.7,0
26.05,68.15,2.9,0
25.5,68.25,3,0
25.55,64.4,2.3,0
25.5,62.2,3.3,0
25.3,64.25,2.65,0
25.15,68.25,3.9,0
24.7,65.4,4.3,0
25.1,64.4,4.9,0
25.55,71.25,3.35,0
26,69.1,2.4,0
26.35,67.85,2.45,0
25.65,68.8,3.6,0
23.65,77.25,3.75,1
24.475,77.05,2.75,0
24.3,72.3375,3.85,0
23.6875,67.4125,2.4,0
22.7,69.525,2.55,0
23.925,66.3875,2.65,0
24.1,72.7125,2.5,0
24.2125,71.7125,3.65,0
24.6875,66.0125,2.4,0
24.2125,63.6625,2.1,0
24.1875,64.1875,4.85,0
25.3375,64.0625,2.6,0
24.9375,68.925,3.3,0
24.5125,67.45,4.25,0
24.225,67.4,1.75,0
24.5125,64.2125,3.7,0
24.125,66.6125,2.2,0
24.5375,63.175,2.9,0
24.5125,61.4625,2.1,0
24.4875,65.8125,2.05,0
23.6375,66.5,3.1,0
23.7,66.7875,2.75,0
24.3375,68.7875,3.75,0
25,65.3125,3.5,0
24.9375,68.6375,2.1,0
24.0125,65.75,2.6,0
22.15,62.8875,2.6,0
23.0875,65.5125,2.45,0
23.9125,69.4,4.9,0
17.85,56.65,4.3,0
19,54.9,10.1,0
20.55,52.2,5.8,0
21,57.85,4.3,0
20.9,59.5,8.4,0
22,59.9,6.6,0
21.5,64.4,6.6,0
21.9,60.9,4.9,0
20,55.75,6.8,0
20.5,52.95,4.2,0
21.05,60.05,4.9,0
22.8,62.3,8.3,0
22.7,66.6,8.95,0
22.05,64.15,8.2,0
21.85,61.75,5.5,0
21.95,62.25,5.3,0
21.95,58.95,4.6,0
22.2,59.85,5.35,0
22.65,60.45,5.8,0
21.4,58.15,6.55,0
21.55,58.1,5.65,0
23.05,58.25,7.25,0
24.45,56.1,6,0
24.35,63.55,5.65,0
24.55,65.65,9.05,0
25.35,61.15,8,0
22.8,81.9,8.15,1
19.9,89.2,6.55,1
17.95,83.1,5.4,0
18.6,64.45,5.2,0
21.05,53.85,3.5,0
22.05,65.7,11.6,0
22.15,62.35,4.95,0
22.8,62.75,8.1,0
23.5,65.75,7.25,0
22.85,64.95,6.5,0
23.55,57.25,5.7,0
25.5,55.75,6.35,0
26.55,57.5,7.05,0
25.6,52.9,2.9,0
23.35,38.55,6.45,0
24.75,54.05,5.25,0
25.15,68.15,13.6,0
24.7,65.55,10.7,0
24.75,61.15,7.6,0
26.05,59.7,7.65,0
27.2,62.6,5.45,1
27.7,57.05,4.55,0
28.1,53.9,4.9,0
27.25,60.5,4.55,0
28.3,61.05,10.75,0
26.95,60.55,9.45,0
27.45,50.4,5.55,0
28.05,48.95,4.4,0
28.5,43.85,4.6,0
30.5,36.65,4.2,0
27.95,46.05,4.5,0
29.1,51.45,6.35,0
28,62.5,7,0
28.55,54.55,7.55,0
27.9,62.45,14.95,0
26.75,64.4,15.55,0
29.45,57.45,5.7,0
29.9,51.3,6.55,0
28.15,44.05,4.4,0
26.75,42.5,4.9,0
28.3,44.35,3.95,0
28.8,57.2,6.55,0
29.85,52.85,5.45,0
30.5,53.7,4.7,0
30.35,53.2,9.9,0
30.55,48.7,9.2,0
30.45,37.15,6.1,0
30.1,34.85,5.2,0
29.55,32.85,6,0
29.85,47,9.35,0
28.4,45.5,10.25,0
27.75,51.7,10.95,0
30.65,54.7,7,0
30.6,56.4,9.95,0
30.6,51.2,7.05,0
31,51.7,4.55,0
30.95,50.85,4.6,0
31.4,46.45,5.55,0
30.65,46.25,4.9,0
31.95,43.2,3.75,0
31.05,44.3,4.5,0
31.7,39.4,4.65,0
30.75,47.1,6.2,0
32.4,38.8,4.4,0
33.15,33.6,5.45,0
32.25,35.5,2.75,0
32.9,46.95,6.25,0
30.5,52.1,5.3,0
31.35,48.4,6.4,0
30.95,47.2,8.05,1
31.45,55.65,11.6,1
30.65,50.05,7.55,0
30.7,53,7.05,0
30.2,53.6,2.65,0
31.2,56.5,3.75,0
32.75,47.8,3.4,0
31.85,46.25,7.15,1
32.2,44.95,3.25,0
32,41.5,3.4,0
32.55,35.85,4.2,0
31.8,32.4,6.1,0
31.8,46.6,5.3,0
30.5,51.1,10.7,1
30.7,59.6,9.35,0
30.35,61.4,6.25,1
31.55,50.3,5.5,0
29.6,57.05,8.9,1
30.5,46.8,5.8,0
31.25,43.35,5.95,0
32.8,40.2,4,0
33.6,38.15,4.4,0
33.9,40.55,5.6,0
34.45,44.7,3.95,0
34.45,40.3,3.95,0
33.9,46.95,6.65,0
34.15,41.25,6.45,0
33.6,25.2,7.25,0
33.25,31,7,0
32.35,30,8.25,0
34.5,25.55,4.9,0
34.15,29.75,4.35,0
35.5,24.65,5.3,0
34.85,25.45,7.3,0
35.2,27.15,4.65,0
34.7,37.3,6.8,0
32.6,51.75,9.6,1
32.2,45.1,3.8,0
34.85,37.15,5.8,0
33.75,45.5,5.3,0
34.1,41.45,10.65,0
34.45,39.65,4.55,0
34.4,41,4.1,0
35,31.7,4,0
35.5,39.7,5.9,0
36.25,38.65,5.8,0
35.75,38.8,4.15,1
35.75,43.15,3.75,0
35.6,44.3,5.4,0
35.1,40.1,3.55,0
36.6,37.45,4.8,0
36.95,37.9,4.55,0
36.65,41.9,6.7,0
36.65,40.3,6.45,0
35.25,51.2,14.25,0
34.6,51.85,5.25,0
35.2,43.5,4.7,0
31.9,52.85,4.85,0
35.25,46.2,7.25,0
32.5,57.55,5.45,1
32.65,58.3,4.7,0
35.5,47.4,4.2,0
34.05,50.15,16.6,0
31.8,63.65,32.75,1
29.55,72.2,3.6,1
34,50.45,4,0
33.9,51.5,5.6,0
34.15,47.25,5.9,0
32.65,53.55,8.65,0
31.9,55.8,6.4,0
32.7,51.8,8.55,0
33.75,47,7.35,0
33.45,47.8,8.25,0
32.45,50.9,6.85,0
33.25,44.55,7.6,0
33.35,50.8,8.6,0
31.65,61.65,7.1,0
30.2,69.7,6.5,1
28.6,73.95,5.05,0
28.95,75.75,4.45,1
28.9,76.25,6.55,1
30.1,72.55,3.5,0
30.7,63.4,5.25,0
31.4,57.2,9.15,0
29.1,68.4,8.7,0
27.65,75.75,7.7,1
26.15,78.65,10.9,0
26.75,80.6,7.2,1
27,79.5,8.4,0
28.85,70,9.35,0
29.45,69.15,7.25,1
27.9,76.25,7.45,1
28.4,70.65,10.3,0
29.1,67.05,9.25,0
29.5,69.05,8.5,1
29.1,70.35,6.8,0
29.45,63.3,8.75,0
29,67,8.65,1
29.15,68.45,5.8,0
30.4,63.5,7.1,0
30.5,61.8,6,0
29.8,62,6.3,0
29.5,61.65,7.55,1
30.7,60.4,6.75,0
30.9,57.45,5.05,0
29,69.95,5.05,1
28.3,76.9,4.9,0
29.4,70,5.25,0
29.6,67.05,4.8,0
28.75,67.8,5.5,0
29.65,65.4,7.5,0
29,68.5,9.5,1
25.85,80.25,2.25,1
26.3,75.8,6.85,0
24.2,87.15,5.9,1
23.95,87.8,6.85,1
24.7,83.55,9.55,1
26.9,80.2,6.35,1
25.85,83.8,8.75,1
22.85,95.15,6.35,1
23.9,90.55,7.65,1
25.8,84.9,9.65,1
26.05,83.85,9.15,1
25.85,83.85,8.2,1
25.8,84.55,9.6,1
26.3,80.3,9.3,0
27.25,75.4,7.35,0
27.5,74,6.6,0
27.8,72.2,6.8,0
27.85,76.05,4.35,1
27.25,78.55,5,1
27.95,74.8,5.05,0
28.2,72.45,5.8,0
28.5,68.2,4.9,1
29.45,68.35,5.3,0
27.1,75.5,4.5,0
29,70.85,6.65,0
28.15,74.85,6.8,0
27.45,73.35,6.05,0
27.35,75.7,5.95,1
26.7,75.3,7.55,1
27.5,75.25,6,1
27.25,69.05,6.95,0
27.4,65.65,6.85,0
28,64.25,6,0
29,65.6,5.85,0
28.55,74.25,6.75,1
27.45,80.05,5.2,1
25.65,84.1,5.9,1
25,87.05,4.5,1
25.2,85.85,5.8,1
25.45,83.85,7.8,1
25.6,84.45,5.7,1
27.05,77.45,7.5,0
26,81.45,9.75,1
26.15,80.05,7.5,0
26.8,77.05,7.55,0
26.775,74.575,5.7,0
26.475,79.6,7.2,1
25.55,81.975,5.95,1
26.325,77.225,6.7,0
27.875,74.275,5,1
27.075,78.8,4.65,1
27.375,79.8,4.9,0
26.75,80.1,6.75,1
26.95,82.45,3.1,1
26.2,83.9,4.5,1
27.35,78.2,4.6,1
28.45,73.85,4.95,0
28.75,74.75,4.15,1
27.25,80.95,4.2,1
26.125,83.775,8.1,1
26.125,84,5.35,1
25.325,82.525,6.15,1
26.375,82.1,3.65,0
27.325,79.05,3.8,0
26.5,80.55,3.25,1
26.8,80.475,3.05,1
27.95,73.5,2.9,0
27.8,76.45,3.9,0
28,71.45,5.35,0
27.4,75.8,5.6,1
26.3,81.95,4,1
26.05,81.3,4.55,1
27.95,75.4,1.85,0
26.85,78.75,1.95,1
26.35,81.35,1.85,1
26.35,80.95,1.55,1
27.2,76.15,1.4,1
27.8,73.7,5.55,1
27.85,76.85,3.4,1
27.5,78.5,2.7,1
26.6,77,3.55,1
23.95,87.15,5.1,1
26.25,79.75,6.15,1
25.75,80.2,5.9,0
25.9,79.95,7.65,1
25.35,84.3,3.05,1
24.55,84.45,3.95,0
25.55,83.85,4.4,1
26.55,77.75,3.45,0
25.25,84.85,2.35,1
26.45,74.95,3.75,0
26.45,77.15,6.45,0
27.55,74.35,5.1,0
27.05,76.7,7.1,0
26.1,80,6,1
25.8,78.95,4.4,0
25.95,78.6,10.25,0
26.55,77.55,6.9,0
26.6,74.85,4.15,0
27.3,74.1,3.05,0
26.65,66.75,2.7,0
26.65,66.9,3.4,0
26.4,71.6,21.4,0
27.85,64.1,3.25,0
26.65,71.95,2,0
26.25,68.25,4.4,0
25.85,65.7,6.05,0
25.85,68.1,4.65,0
24.75,64.2,4.8,0
25.05,66.8,4.65,0
25.35,68.35,9.35,0
25.5,69.55,5.95,0
25.65,66.85,3.8,0
25.55,63.8,4.7,0
26.35,62.65,4.8,0
26.55,66.8,6.55,0
25.15,70.75,6.55,0
24.4,72.55,7.55,0
23.5,70.55,6,0
23.6,66.65,2.7,0
23.3,69.25,6.75,0
24.1,71.5,7.9,0
23.6,68.85,9.25,0
24.1,68.1,6.15,0
24.85,73.05,7.6,0
25.15,72.95,6.7,0
25.5,70.25,7.45,0
24.75,71.35,7.1,0
23,81.2,5.4,1
23.575,80.575,8.25,0
23.425,75.425,10.2,0
22.8,70.75,5.9,0
21.425,73.85,5,0
23.1,69.9,7.45,0
23.475,74.55,7.15,0
23.15,73.925,7.15,0
22.95,69.275,7.45,0
22.875,66.675,3.25,0
23.325,67.325,6.6,0
24.825,66.75,8.8,0
24.1,72.3,6.95,0
23.425,69.75,7.5,0
23.3,70.35,7.1,0
22.825,68.3,6.2,0
22.9,70.375,7.75,0
23,68.6,5.7,0
23.175,65.55,4.9,0
23.45,69.15,4.5,0
22.65,69.9,6.7,0
22.9,69.925,7.4,0
23.85,71.4,7.95,0
24.275,67.2,4.95,0
24.6,70.525,4.1,0
23.3,69.1,5.6,0
21.55,66.5,5.95,0
22.45,66.35,8.4,0
23.375,70.825,13.45,0
22,41.95,4.4,0
22.7,44.55,5.6,0
23.65,43.85,6.8,0
23.85,47.45,3.4,0
23.55,50.75,3.25,0
24.2,53.95,4.05,0
23.4,57.6,5.1,0
24.7,49.7,4.1,0
23.15,45.45,5.05,0
23.65,34.95,3.9,0
23.95,51.75,4.2,0
24.45,59.15,4.05,0
24.6,59.45,4.35,0
23.9,56.55,4.35,0
24.35,53.15,4.5,0
24.55,53.15,2.65,0
24.15,50.6,5.5,0
24.75,52.05,2.95,0
25,48.1,5.35,0
23.75,48.35,3.85,0
24.8,49.1,4.45,0
25.05,44.6,6.35,0
25.75,51,5.6,0
24.9,60.65,4.3,0
25.05,62.4,7.5,0
26.75,55.6,7.4,0
23.45,74.75,4.25,1
19.9,84.2,5.9,1
19.35,74.25,6.5,0
20.95,46.6,5.55,0
23,49.45,6.05,0
23.4,60.75,8.05,0
24.15,54.2,6.25,0
24.1,55.4,5.2,0
24.35,60.6,6.2,0
25,55,4,0
25.45,51.95,5.75,0
26.6,49.15,5.7,0
27.7,53.5,6.4,0
25.6,51.65,4.95,0
24.45,33.25,5.95,0
26.3,52.2,5.85,0
26.25,63.05,6.8,0
25.4,59.95,5.15,0
26.75,53.35,5,0
27,51.15,6.6,0
28.7,50.4,4.8,0
28.4,51.8,4.2,0
29.2,47.55,4.4,0
28.75,53.15,5.1,0
28.75,58.3,8.05,0
28.65,51.55,8.65,0
29.25,39.05,4.7,0
30.4,37.45,4.2,0
30.85,33.1,4.95,0
31.7,29.8,3.95,0
29.75,42.95,4.45,0
28.95,48.95,5.4,0
28.3,59.2,4.7,0
29.1,51.75,6.05,0
28.3,58,7.85,0
27.8,58.75,8.15,0
30.75,50.6,5.6,0
31,49.35,4.95,0
30.1,34.75,4,0
29.85,31.7,5.4,0
28.95,44.7,4.05,0
30.45,50.75,6.35,0
30.3,53.8,6.8,0
30.75,52.9,5.85,0
31.3,47.4,5.95,0
31.85,38.1,6.45,0
32,29.45,5.15,0
31.6,29.6,4.75,0
31.5,25.2,6.45,0
30.45,42.9,7.55,0
30.2,41.2,8.25,0
28.5,48.65,8.45,0
30.85,51.95,7.1,0
29.9,56.75,6.5,0
30.65,48.7,5.7,0
31.65,48.15,5.25,0
32.3,46.05,3.85,0
31.85,44.3,5.1,0
31.95,40.7,3.95,0
32.35,40.4,4.8,0
32.65,38.5,3.05,0
33.4,34.05,4.2,0
32.5,39.4,4.25,0
34.2,31.55,4.2,0
33.1,40.95,6.65,1
34.2,33.8,4.5,0
32.85,45.3,7.2,0
31.4,50.5,5.95,0
32.3,45.35,5.7,0
32.6,35.3,5.75,1
32.15,47.2,6.95,1
32.8,37.45,5.5,0
31.85,49.5,5.95,0
31.8,50.3,3.4,0
32.6,49.65,4.2,0
34.2,37.4,2.95,0
32.65,46.7,5.05,1
34,37.45,1.7,0
34,33.85,1.7,0
33.65,31.65,2.15,0
33.35,27.25,7.25,0
32.25,43.6,5.4,0
30.1,56.75,4,1
30.65,55.5,7.9,1
31.35,54.8,5.9,1
32.3,49.4,5.3,1
30.65,52.9,5.35,1
32.3,36.2,4.25,0
33.45,34,3.6,0
34.15,35.7,4.9,0
35.05,33.05,4.7,0
34.6,37.45,4.85,0
34.9,42.4,4.2,0
35.4,37.05,3.4,0
34.65,43,4.4,0
34.9,37.35,4.5,1
34.65,22.75,7.3,0
33.15,28.25,7.55,0
34.45,24.95,5.5,0
35.3,21.9,5.6,0
36.05,23.1,5.1,0
36.9,22.05,6.95,0
36.25,22.85,7.3,0
36.35,24.45,7.65,0
36.25,32.1,0,0
33.05,47.6,0,1
34.7,37.65,0,0
35.7,32.5,0,0
34.65,44.25,0,0
34.1,42.7,0,0
35.5,39.4,0,0
35.2,35.7,0,0
36.4,27.7,0,0
36.5,35.65,0,0
36.85,35.45,0,0
35.3,44.55,0,1
36.45,42.65,0,0
35.65,40.35,0,0
36.25,35.3,0,0
37.55,31.95,0,0
37.35,36.2,0,0
36.9,39.8,0,0
37.7,39.55,0,0
35.6,47.7,0,0
35.55,43.35,0.65,0
36.15,37.2,1.2,0
33.4,46.6,0.5,0
35.6,44.45,0.85,0
33.05,57,1.05,1
32.7,54.55,0.85,0
36.4,42.4,0.5,0
34.45,46.95,2,0
32.25,59.95,1.05,1
30.1,62.85,0.4,0
34.05,48.25,1.25,0
34.5,46.35,1.25,0
34.3,43.65,1.25,0
32.75,52.3,1.85,0
31.75,57.45,1,1
32.55,51.35,1.4,0
33.75,45.85,1.2,0
33.7,44.3,1.2,0
32.95,45.85,1.2,0
33.4,44.6,1.4,0
33.35,49.8,1,0
32.5,56.3,1.3,0
31.5,63.3,1.45,1
29.05,66.4,0.75,0
30.4,65.9,0.8,0
29.7,70,1.05,1
31.3,63.05,0.65,0
30.9,58.95,1.4,0
31.65,56.6,1.35,1
29.35,63.7,1.35,0
28.4,69.7,1.45,1
26.9,69.4,1,0
26.7,74.9,1.35,1
27.4,70.9,0.95,0
29.3,63.15,1.3,1
29.6,65.9,1.2,1
27.85,70.95,1.65,1
28.5,66.3,1.4,0
29.8,62.85,1.45,0
29.85,66.1,1.45,1
28.85,66.2,1.4,1
29.95,60.95,1.7,0
29.65,67.6,1.05,1
29.55,64.15,0.85,0
31.05,58.55,0.8,0
31.05,59.5,0.9,1
30.4,60.8,0.95,0
30.15,66.55,1.25,1
31.2,58.35,0.65,0
31.25,63.1,1.75,0
29.2,69.25,0.9,1
28.8,71.5,0.7,0
28.95,69.85,0.8,1
30.45,62.85,0.9,0
29.8,63.8,1.35,1
29.85,62.9,0.9,0
29.5,70.7,0.7,1
26.85,74.25,1.3,1
26.85,72.5,1.35,0
24.85,82.3,1.05,1
24.45,88.9,2.35,1
25.85,83,2.7,0
27.55,78.8,2.95,1
26.35,83.75,2.65,1
23.4,91.95,1.15,1
24.5,88.15,2.65,1
26.6,81.2,1.85,1
26.9,80.15,1.7,1
26.15,81.4,2.8,1
26.15,82.05,0.8,1
27.25,74.5,1.5,0
28,70.15,1.65,0
28.45,67.65,1.35,0
29,66.6,0.95,0
28.9,71.5,4.05,1
27.65,76.5,2.55,1
28.7,72.75,1.95,0
29,70.85,2,0
29.55,66.95,1.6,0
29.95,67.45,1.8,0
27.4,75.95,1.8,0
29.6,70.45,1.75,0
29.5,66.75,0.6,0
28.8,67.1,0.95,0
28.5,70.65,0.6,1
26.4,77.1,0.65,1
28.2,70.15,0.7,1
28,63.85,1,0
27.8,60.7,0.95,0
28.55,59.35,1.15,0
30.15,60.35,1,0
29.8,70.45,0.75,1
27.9,73.5,0.9,1
26.8,76.9,1.1,1
25.4,82.4,1.1,1
26.15,80.15,0.5,1
26.1,78.1,0.85,1
26.05,82.7,1.75,1
27.65,71.6,1,1
27.15,76.35,1.3,1
26.8,74.5,1.05,1
27.35,72,1.05,0
27.73333333,70.28333333,1.05,0
27.43333333,72.63333333,0.8,1
26.2,75.08333333,0.85,1
27.28333333,70.76666667,0.8,0
28.53333333,69.9,0.65,1
28.35,73,0.7,1
28.46666667,71.78333333,0.65,0
27.65,75.65,0.75,1
27.25,77.45,1.05,0
26.65,81.05,0.85,1
27.15,77,2,1
29.1,65.3,1.95,0
28.7,74.3,1,0
28.15,78.25,1.35,1
26.93333333,78.65,0.95,1
26.98333333,80.25,3.2,1
25.63333333,79.9,1.9,1
27.01666667,77.06666667,2.2,1
27.71666667,73.51666667,0.75,0
26.95,75.11666667,0.75,0
26.6,80.65,1.2,1
28.1,72.55,0.6,0
28.6,70.4,1,0
28.55,70.5,0.95,1
28,70.7,3,1
27.45,74,0.65,1
26.75,76.7,2.2,1
28.3,69.35,0.65,0
26.85,75.05,0.5,1
27.25,73.95,1.05,1
26.65,75.2,1.05,1
27.25,72.65,1.8,1
27.2,74.5,0.95,1
28.1,72.2,0.65,0
27.8,72.85,1.2,1
26.45,74.25,1.35,1
23.95,85.1,1.4,1
26.05,77.35,1.4,1
25.85,76.9,1.1,0
26.25,77.25,1.65,1
25.15,84.1,0.95,1
25.4,81.7,1.25,0
25.85,82.15,0.95,1
27,76.1,1.45,0
26.6,77.45,0.65,1
27.85,72.7,1.2,0
27.05,73.2,1.65,0
27.35,75.6,1.3,0
26.95,74.7,1.45,1
26.4,78.25,1.55,1
25.55,78.9,1.65,1
25.9,78.85,1.7,0
26.65,76.5,1.55,0
26.7,72.25,1.05,0
28,73.4,0.9,0
27.95,64.95,1.1,0
28.15,65.1,1.25,0
27.8,69.2,1,0
28.5,60.25,0.85,0
27.35,67.8,0.95,0
27.35,63.3,0.85,0
27.1,64.35,1.8,0
26.55,67.65,4.95,0
25.7,63.55,12.1,0
25,73.1,2.45,0
25.3,78.25,1.4,0
25.55,68.85,11.6,0
26.5,72.9,11.55,0
26.55,66.35,11.4,0
26.75,67.5,1.75,0
26.95,73.65,3,0
25.45,78.75,11.8,0
24.7,79.5,2.45,0
24.7,75.1,5.95,0
24.9,70.05,1.5,0
24.4,69.6,2.25,0
24.45,72.5,10.9,0
24.15,69.15,5.5,0
24.45,68.15,11.2,0
25.05,73,11.5,0
25.3,71.55,11.7,0
25.6,77.8,9.7,0
24.95,71.4,9.9,0
23.35,81.8,3.5,1
23.66666667,81.5,1.25,0
23.88333333,76.08333333,1.85,0
23.25,67.93333333,1.1,0
22.41666667,70.33333333,1.3,0
23.53333333,67.26666667,2,0
23.86666667,74.41666667,1.4,0
23.86666667,72.98333333,1.4,0
24.11666667,67.36666667,1.2,0
23.68333333,65.35,0.9,0
23.7,65.08333333,1.4,0
25.28333333,65.43333333,1.55,0
24.45,71.08333333,4.6,0
24.31666667,68,1.55,0
23.81666667,68.26666667,1.65,0
23.91666667,68.36666667,1.35,0
23.66666667,67.85,1.25,0
23.61666667,64.98333333,0.75,0
23.91666667,63.53333333,0.9,0
23.8,68.38333333,1.1,0
23.16666667,69.05,1.35,0
23.11666667,68.58333333,1.65,0
23.85,70.66666667,1.45,0
24.56666667,67.23333333,1.2,0
24.28333333,71.01666667,1.05,0
23.58333333,67.48333333,1.55,0
21.7,65.6,11.7,0
22.71666667,66.08333333,1.65,0
23.6,70.25,2.3,0
23.85,42.65,4.8,0
23.6,45.05,3.75,0
24.15,43.5,3.3,0
26.85,47.05,2.3,0
26.95,57,5.15,0
26,52.1,4.3,0
26.05,56.65,5.4,0
27.05,53.5,3.35,0
24.25,50.25,5.05,0
26.8,37.35,2.45,0
26.15,48.55,3.65,0
26.2,62.25,5.05,0
26.1,57.3,4.65,0
26.55,60.5,4.9,0
26.55,54.2,6.1,0
26.35,51.55,3.65,0
26.45,49.85,3.45,0
25.8,48.65,4.5,0
26.65,49.2,4.6,0
25.05,53.4,5.9,0
26.8,51.75,3.1,0
26.05,44.4,6.05,0
27.3,53.1,4.2,0
27.3,63,5.6,0
26,65.5,5.15,0
28.25,59.65,7.7,0
24.5,77.85,4.5,1
22.1,88.65,3.5,1
21.15,78.55,3.2,0
23,52.2,3.85,0
24.65,52,3.05,0
24.7,65.8,5.2,0
25.7,58.95,3.45,0
25.5,60.55,5.1,0
27,64.85,5.5,0
27.4,57.6,4.5,0
28.05,57.2,5.55,0
27.65,51.6,5.65,0
27.55,53.95,4.05,0
25.65,51.65,3.65,0
24.35,32,3.2,0
26.6,53.1,3.45,0
26.65,61.7,6.35,0
25.5,62.75,4.85,0
26.9,52,4.8,0
27.05,50.35,5.95,0
28.95,51.8,4.5,0
28.35,53.1,5.25,0
29.25,46.65,3.9,0
28.75,54.45,4.2,0
28.75,59,6.2,0
28.4,51.15,7.3,0
29.3,39.1,4.85,0
30.6,36.15,4.05,0
30,34.75,2.8,0
33.35,33.55,4.55,0
29.5,45,3.85,0
29,54.5,3.55,0
29.05,64.75,3.5,0
28.05,57.9,3.2,0
29.5,63.55,6.9,0
27.7,65.25,7.6,0
30.3,55.8,4.25,0
31.05,53.3,4.7,0
30.5,35.6,3.65,0
29.95,35.7,2.75,0
30.3,50.6,2.95,0
30.55,52.05,3.85,0
29.95,54.75,4.5,0
30.7,55.2,4.95,0
31.15,53.6,6.05,0
31.85,39.2,5.4,0
32.55,33.5,5.1,0
31.95,31,5.15,0
32.25,28.9,5.65,0
30.9,44.2,8,0
30.5,42.3,6.7,0
29.45,51.9,6.45,0
31.3,56.7,5.7,0
30.7,61.05,7.05,0
30.8,51.1,6.05,0
32.95,52,5.2,0
32.65,48.2,3.7,0
32.25,50.55,3.75,0
32.5,44.4,4.8,0
32.95,43.2,4.45,0
32.9,42.25,2.95,0
33.1,33.8,4.65,0
33.15,41.55,2.55,0
35,35,2.95,0
33.55,35.85,3.9,1
34.4,36.15,2.85,0
32.85,48.8,6.2,0
32.75,53.4,5.15,0
32.4,49.15,3.7,0
32.2,42.5,4,1
31.65,51.75,7.4,1
32.4,40.25,4.85,0
31.55,54.15,3.25,1
31.25,52.05,3.5,0
32.1,53.65,3.7,0
33.8,40.95,3.3,0
31.9,52.3,5.55,1
33.25,43.1,3.4,0
33.75,35,2.95,0
33.45,38.5,4.8,0
32.75,30,4.85,0
31.7,48.2,4.15,0
29.15,62.5,5.45,1
30.3,58.35,5.65,1
30.7,58.4,4.65,1
32.15,50.35,5.3,0
30.35,57.65,12.5,1
31.5,40.75,6.7,0
33.4,36.55,3.55,0
34.05,38.3,3.55,0
34.85,34.9,3.6,0
